Tour,Id_phrase,phrase,lemmes,accord
21,frau-upn_2010040-04_CR_CA_1991-09-23_TEI.s113,"Mme SAPORTA indique qu' elle a elle-même participé à une réunion de travail au Rectorat de Créteil fin juillet , où elle a fait état des places diponibles en lettres et en psychologie .","Monsieur SAPORTA indiquer que lui avoir lui-même participer à un réunion de travail à+le rectorat de Créteil fin juillet , où lui avoir faire état un place diponible en lettre et en psychologie .",A
22,frau-upn_2010040-04_CR_CA_1991-09-23_TEI.s114,"M. MARQUES considère que le vrai problème lié au système Ravel , est que de nombreux étudiants titulaires du baccalauréat en juillet n' ont toujours pas de place en Université en septembre .","Monsieur Marques considérer que le vrai problème lier à+le système Ravel , être que un nombreux étudiant titulaire de+le baccalauréat en juillet ne avoir toujours pas un place en université en septembre .",A
22,frau-upn_2010040-04_CR_CA_1991-09-23_TEI.s115,Il faut trouver une organisation qui ne fasse pas attendre aussi longtemps les candidats à l' inscription .,il_expl falloir trouver un organisation qui ne faire pas attendre aussi longtemps le candidat à le inscription .,A
22,frau-upn_2010040-04_CR_CA_1991-09-23_TEI.s116,C' est un système médiatique qui ne permet pas de maîtriser correctement les flux d' inscriptions .,ce être un système médiatique qui ne permettre pas de maîtriser correctement le flux de inscription .,A
23,frau-upn_2010040-04_CR_CA_1991-09-23_TEI.s117,"LE PRESIDENT fait remarquer que le système Ravel a remplacé les files d' attente et que les étudiants qui ne pouvaient obtenir un dossier devaient remplir une fiche d' attente , pour recevoir une affectation en septembre .","le PRESIDENT faire remarquer que le système Ravel avoir remplacer le file de attente et que le étudiant qui ne pouvoir obtenir un dossier devoir remplir un fiche de attente , pour recevoir un affectation en septembre .",A
23,frau-upn_2010040-04_CR_CA_1991-09-23_TEI.s118,Ravel a permis une égalité de traitement pour les étudiants reçus après l' oral de rattrapage .,Ravel avoir permettre un égalité de traitement pour le étudiant recevoir après le oral de rattrapage .,A
24,frau-upn_2010040-04_CR_CA_1991-09-23_TEI.s119,"M. ZIGHERA explique qu' il est très difficile de prévoir les disciplines choisies en priorité par les étudiants , qui varient sensiblement d' une année à l' autre .","Monsieur ZIGHERA expliquer que il_expl être très difficile de prévoir le discipline choisir en priorité par le étudiant , qui varier sensiblement de un année à le autre .",A
25,frau-upn_2010040-04_CR_CA_1991-09-23_TEI.s120,"M. DEMALDENT pense que ce qui pose surtout problème c' est la "" sectorisation douce , "" qui ne doit pas être "" assassine "" pour certaines UFR .","Monsieur DEMALDENT penser que ce qui poser surtout problème ce être le "" sectorisation doux , "" qui ne devoir pas être "" assassin "" pour certain UFR .",A
25,frau-upn_2010040-04_CR_CA_1991-09-23_TEI.s121,"Une information fiable devrait pouvoir circuler , très tôt dans l' année , sur les capacités d' accueil et la sectorisation envisagée .","un information fiable devoir pouvoir circuler , très tôt dans le année , sur le capacité de accueil et le sectorisation envisager .",A
26,frau-upn_2010040-04_CR_CA_1991-09-23_TEI.s122,Mme ULLMO souhaite connaître le nombre des nouveaux inscrits .,Monsieur ULLMO souhaiter connaître le nombre de+le nouveau inscrit .,A
27,frau-upn_2010040-04_CR_CA_1991-09-23_TEI.s123,M. DENEUX répond qu' il y a 3428 inscrits en 1ère annnée du 1er cycle au 23 / 09/91 .,Monsieur DENEUX répondre que il_expl y avoir 3428 inscrire en 1ère annnée de+le 1er cycle à+le 23 / 09/91 .,A
27,frau-upn_2010040-04_CR_CA_1991-09-23_TEI.s124,"Il s' agit uniquement de bacs 91 auxquels il faudra ajouter les autres catégories d' étudiants ( équivalences , bacs antérieurs , affectations rectorales , redoublants , etc... ) .","il_expl se_expl agir uniquement de bac 91 à+lequel il_expl falloir ajouter le autre catégorie de étudiant ( équivalence , bac antérieur , affectation rectoral , redoublant , etc... ) .",A
28,frau-upn_2010040-04_CR_CA_1991-09-23_TEI.s125,M. MERCERON a constaté qu' il y avait 1500 inscrits de moins fin juillet 91 par rapport à fin juillet 1990 .,Monsieur MERCERON avoir constater que il_expl y avoir 1500 inscrit de moins fin juillet 91 par rapport à fin juillet 1990 .,A
28,frau-upn_2010040-04_CR_CA_1991-09-23_TEI.s126,"Cette différence est tellement importante qu' il lui semble que l' Université devrait donner des explications reports sur septembre d' inscriptions qui n' ont pu être faites en juillet , attente d' affectations rectorales sinon il semblera évident qu' une politique de diminution des capacités d' accueil a été volontairement mise en oeuvre .","ce différence être tellement important que lui lui sembler que le université devoir donner un explication report sur septembre de inscription qui ne avoir pouvoir être faire en juillet , attente de affectation rectoral sinon lui sembler évident que un politique de diminution de+le capacité de accueil avoir être volontairement mettre en oeuvre .",A
29,frau-upn_2010040-04_CR_CA_1991-09-23_TEI.s127,"M. DENEUX précise qu' il y a une politique très clairement affirmée par l' Université , de stopper la croissance des effectifs sans chercher en aucun cas à les réduire .","Monsieur DENEUX préciser que il_expl y avoir un politique très clairement affirmer par le université , de stopper le croissance de+le effectif sans chercher en aucun cas à eux réduire .",A
30,frau-upn_2010040-04_CR_CA_1991-09-23_TEI.s128,"Mme VALLOTTON indique que la procédure RAVEL pour 1991 a entraîné un mois de retard pour les affectations des étudiants , ce qui fait que l'on ne peut absolument pas comparer les chiffres de fin juillet 90 et ceux de fin juillet 1991 .","Monsieur VALLOTTON indiquer que le procédure Ravel pour 1991 avoir entraîner un mois de retard pour le affectation de+le étudiant , ce qui faire que on ne pouvoir absolument pas comparer le chiffre de fin juillet 90 et celui de fin juillet 1991 .",A
30,frau-upn_2010040-04_CR_CA_1991-09-23_TEI.s129,Il faudra attendre la mi- octobre pour établir des comparaisons entre les premières inscriptions de 1990 et celles de 1991 .,il_expl falloir attendre le mi- octobre pour établir un comparaison entre le premier inscription de 1990 et celui de 1991 .,A
31,frau-upn_2010040-04_CR_CA_1991-09-23_TEI.s130,M. GERAUD DE LA PRADELLE s' inquiète de la diminution de l' aide financière accordée aux étudiants français qui participent aux programmes ERASMUS ( 700 F par mois en 90. 300 F en 91 ) .,Monsieur GERAUD de le Pradelle se_expl inquiéter de le diminution de le aide financier accorder à+le étudiant français qui participer à+le programme Erasmus ( 700 F par mois en 90. 300 F en 91 ) .,A
31,frau-upn_2010040-04_CR_CA_1991-09-23_TEI.s131,Examen du compte financier 1990 :,examen de+le compte financier 1990 :,A
32,frau-upn_2010040-04_CR_CA_1991-09-23_TEI.s132,Mme MOUTEL présente les documents concernant le compte financier 1990 .,Monsieur MOUTEL présenter le document concernant le compte financier 1990 .,A
32,frau-upn_2010040-04_CR_CA_1991-09-23_TEI.s133,"Le document distribué est une récapitulation générale avec une répartition selon les interlocuteurs : services centraux , services généraux , UFR , antennes , établissements rattachés , centre de formation continue .","le document distribuer être un récapitulation général avec un répartition selon le interlocuteur : service central , service général , UFR , antenne , établissement rattacher , centre de formation continu .",A
32,frau-upn_2010040-04_CR_CA_1991-09-23_TEI.s134,"Pour les services centraux , le total des recettes s' élève à 230 Millions de francs .","pour le service central , le total de+le recette se_expl élever à 230 million de franc .",A
32,frau-upn_2010040-04_CR_CA_1991-09-23_TEI.s135,"Pour toutes les composantes , apparaît le résultat de l' exercice avec le déficit et l' excédent .","pour tout le composante , apparaître le résultat de le exercice avec le déficit et le excédent .",A
32,frau-upn_2010040-04_CR_CA_1991-09-23_TEI.s136,Il est intéressant d' avoir en comparaison les chiffres des années antérieures .,il_expl être intéressant de avoir en comparaison le chiffre de+le année antérieur .,A
32,frau-upn_2010040-04_CR_CA_1991-09-23_TEI.s137,"En Trésorerie , il y avait fin 1990 , 34 Millions en placement , dont 2 Millions CCP .","en Trésorerie , il_expl y avoir fin 1990 , 34 million en placement , dont 2 million CCP .",A
32,frau-upn_2010040-04_CR_CA_1991-09-23_TEI.s138,L' Agence Comptable a procédé à d' autres placements à hauteur de 50 Millions .,le agence comptable avoir procéder à un autre placement à hauteur de 50 million .,A
32,frau-upn_2010040-04_CR_CA_1991-09-23_TEI.s139,"Mais depuis cette période , des SICAV ont été vendues et , il reste , à ce jour , 17 Millions de fonds placés .","mais depuis ce période , un SICAV avoir être vendre et , lui rester , à ce jour , 17 million de fonds placer .",A
32,frau-upn_2010040-04_CR_CA_1991-09-23_TEI.s140,"Il a fallu régler de grosses factures pour les travaux , les dépenses en personnels , cours complémentaires et vacations .","il_expl avoir falloir régler un gros facture pour le travaux , le dépense en personnel , cours complémentaire et vacation .",A
32,frau-upn_2010040-04_CR_CA_1991-09-23_TEI.s141,Les vacations représentent 1 Millions 2 de dépenses de personnel par mois .,le vacation représenter 1 million 2 de dépense de personnel par mois .,A
32,frau-upn_2010040-04_CR_CA_1991-09-23_TEI.s142,"Il existe aussi un problème de dépenses non régularisées fin 1990 , pour un montant de 13 Millions de francs , qui ne figurent pas au compte financier .","il_expl exister aussi un problème de dépense non régulariser fin 1990 , pour un montant de 13 million de franc , qui ne figurer pas à+le compte financier .",A
32,frau-upn_2010040-04_CR_CA_1991-09-23_TEI.s143,Cela concerne les paies et une dépense de 10 Millions qui n' avaient pu être réglée .,cela concerner le paie et un dépense de 10 million qui ne avoir pouvoir être régler .,A
32,frau-upn_2010040-04_CR_CA_1991-09-23_TEI.s144,"L' Université doit également verser le montant de la T. V. A. au centre des Impôts de Nanterre , soit 418.000 francs .","le université devoir également verser le montant de le T. V. A. à+le centre de+le impôt de Nanterre , soit 418.000 franc .",A
32,frau-upn_2010040-04_CR_CA_1991-09-23_TEI.s145,Les bourses ERASMUS sont en augmentation : 1.067.000 francs en 1990 contre 645.000 francs en 1989 .,le bourse Erasmus être en augmentation : 1.067.000 franc en 1990 contre 645.000 franc en 1989 .,A
32,frau-upn_2010040-04_CR_CA_1991-09-23_TEI.s146,"Quant à la Taxe d' Apprentissage , l' Université la reçoit de plus en plus tard .","quant à le taxe de apprentissage , le université lui recevoir de plus en plus tard .",A
32,frau-upn_2010040-04_CR_CA_1991-09-23_TEI.s147,"U subsiste encore , de 1990 , une somme d' environ 4 Millions 223.000 francs non dépensée , ce qui est considérable .","U subsister encore , de 1990 , un somme de environ 4 million 223.000 franc non dépenser , ce qui être considérable .",A
32,frau-upn_2010040-04_CR_CA_1991-09-23_TEI.s148,"A ce jour , l' Université a perçu 3 Millions 9 , ce qui est en diminution par rapport aux autres années .","à ce jour , le université avoir percevoir 3 million 9 , ce qui être en diminution par rapport à+le autre année .",A
32,frau-upn_2010040-04_CR_CA_1991-09-23_TEI.s149,"Pour Ville d' Avray , le montant de la Taxe d' Apprentissage s' élève à 1 Million 900 et pour Cergy à 600.000 Frs .","pour Ville de Avray , le montant de le taxe de apprentissage se_expl élever à 1 million 900 et pour Cergy à 600.000 franc .",A
32,frau-upn_2010040-04_CR_CA_1991-09-23_TEI.s150,On peut noter une diminution de - 18 % pour l' Université .,on pouvoir noter un diminution de - 18 % pour le université .,A
33,frau-upn_2010040-04_CR_CA_1991-09-23_TEI.s151,"Le Président estime qu' il est difficile de dépenser certaines subventions , versées tardivement , avant la fin de l' année , d' où des réserves parfois importantes .","le président estimer que il_expl être difficile de dépenser certain subvention , verser tardivement , avant le fin de le année , de où un réserve parfois important .",A
34,frau-upn_2010040-04_CR_CA_1991-09-23_TEI.s152,Mme DUTHU demande si on peut espérer recevoir les subventions en début d' exercice .,Monsieur DUTHU demander si on pouvoir espérer recevoir le subvention en début de exercice .,A
