Tour,Id_phrase,phrase
18,fradhds-upn_2283W_CR_CA_1984-03-26_TEI.s93,"Pour éviter tout malentendu , Le Président précise que la commission ne veut pas mettre en difficulté le centre de calcul , mais il est un fait que le développement de l' informatique dans toutes les grandes administrations est une source de dépenses importantes difficiles à contrôler ."
18,fradhds-upn_2283W_CR_CA_1984-03-26_TEI.s94,"La commission budgétaire a constaté qu' un certain nombre des crédits supporté par le budget de fonctionnement de l' Université , relevait du budget des centres de recherche et devait donc être pris en compte par le budget de la recherche et du conseil scientifique ."
18,fradhds-upn_2283W_CR_CA_1984-03-26_TEI.s95,"Il s' agit en fait de remettre en ordre le budget du C.I.R.E.G.E. et de changer les habitudes prises ; dans les périodes difficiles , iL convient de redresser les choses ."
18,fradhds-upn_2283W_CR_CA_1984-03-26_TEI.s96,"En fait , le budget du centre informatique a été considérablement diminué parce que le projet prévoyait une croissance de 58 % , par rapport 1983 ."
18,fradhds-upn_2283W_CR_CA_1984-03-26_TEI.s97,Ce taux n' était pas acceptable alors que d' autres postes avaient une progression nulle ou même négative .
18,fradhds-upn_2283W_CR_CA_1984-03-26_TEI.s98,"M. Le Président ajoute que certaines dépenses ne sont pas supprimées , mais transférées au niveau des équipes qui utilisent l' informatique et qui doivent payer les services qu' elles reçoivent du centre , puisque le conseil scientifique leur alloue des crédits ."
18,fradhds-upn_2283W_CR_CA_1984-03-26_TEI.s99,"En ce qui concerne les heures de calcul la demande dans le budget initial était de 76 000 F et elle a été ramenée 25 300 F , cette somme est largement suffisante pour couvrir les travaux des étudiants en DEA dont le nombre serait d' environ 90 à 100 utilisateurs pour toute l' Université ."
18,fradhds-upn_2283W_CR_CA_1984-03-26_TEI.s100,"Le reste était employé pour des travaux de chercheurs isolés ( seulement 3 ou 4 ) et pour de la documentation générale , utile et nécessaire , mais pour toutes les équipes de recherche , donc partagé entre elles ."
18,fradhds-upn_2283W_CR_CA_1984-03-26_TEI.s101,"D' autres postes ont été également diminués : - le poste 6342 , imprimerie et fournitures de bureau , peut-être plus facile à réduire , mais pour lequel il faut trouver une rationalisation dans sa gestion , les engagements dépassent toujours les prévisions et les consommations de papier sont très importantes ;"
18,fradhds-upn_2283W_CR_CA_1984-03-26_TEI.s102,"- le poste 6343 , documentation générale ."
18,fradhds-upn_2283W_CR_CA_1984-03-26_TEI.s103,Mme RIOUX signale une erreur dans le tableau récapitulatif .
18,fradhds-upn_2283W_CR_CA_1984-03-26_TEI.s104,"Il faut lire 30 625,82 et non 249 648,19 ."
18,fradhds-upn_2283W_CR_CA_1984-03-26_TEI.s105,"- les postes 63440 et 63441 , téléphone et courrier , la commission budgétaire a estimé qu' il fallait réduire ces postes ."
18,fradhds-upn_2283W_CR_CA_1984-03-26_TEI.s106,"Après une période de diminution , les frais de téléphone et de courrier ont augmenté d' une manière inquiétante ."
18,fradhds-upn_2283W_CR_CA_1984-03-26_TEI.s107,ll s' est avéré qu' il est possible de faire des économies sur le courrier .
18,fradhds-upn_2283W_CR_CA_1984-03-26_TEI.s108,Certains enseignants se plaignent de ne pas recevoir les convocations envoyées 15 jours à l' avance .
19,fradhds-upn_2283W_CR_CA_1984-03-26_TEI.s109,M .
19,fradhds-upn_2283W_CR_CA_1984-03-26_TEI.s110,"Le Président IMBERTY juge anormal qu' un enseignant ne puisse trouver son courrier huit jours avant , dans son casier ."
19,fradhds-upn_2283W_CR_CA_1984-03-26_TEI.s111,Les convocations ne seront pas envoyées à domicile .
19,fradhds-upn_2283W_CR_CA_1984-03-26_TEI.s112,Il a été également constaté que certains enseignants avaient tendance à utiliser le service du courrier à des fins personnelles .
19,fradhds-upn_2283W_CR_CA_1984-03-26_TEI.s113,Les contrôles seront de plus en plus fréquents et tout ce qui ne relève pas du service sera systématiquement retourné à leur envoyeur .
20,fradhds-upn_2283W_CR_CA_1984-03-26_TEI.s114,M .
20,fradhds-upn_2283W_CR_CA_1984-03-26_TEI.s115,"Le Président IMBERTY regrette d' avoir à prendre de telles mesures , mais elles sont necessaires dans la période difficile où se trouve l' Université , il faut que chacun en prenne conscience et fasse attention ."
20,fradhds-upn_2283W_CR_CA_1984-03-26_TEI.s116,"- Le compte 6349 , fournitures diverses ."
20,fradhds-upn_2283W_CR_CA_1984-03-26_TEI.s117,"Il faut noter que la commission budgétaire a estimé que des efforts devaient être faits pour les services techniques , elle a donc accepté de maintenir la somme de 350 000 F ( 401 500 F demandés ) ce oui représente une augmentation importante par rapport à 1983 ( 157 137 F ) ."
20,fradhds-upn_2283W_CR_CA_1984-03-26_TEI.s118,Cette somme est nécessaire pour effectuer la remise en état de certains bâtiments .
20,fradhds-upn_2283W_CR_CA_1984-03-26_TEI.s119,Restent les grands postes de dépenses qui résultent : 1 ° ) de contrats :
20,fradhds-upn_2283W_CR_CA_1984-03-26_TEI.s120,"nettoyage , 3 MF"
20,fradhds-upn_2283W_CR_CA_1984-03-26_TEI.s121,"électricité , 930 000 F"
20,fradhds-upn_2283W_CR_CA_1984-03-26_TEI.s122,"gaz , 1.900.000 F"
20,fradhds-upn_2283W_CR_CA_1984-03-26_TEI.s123,gardiennage ( poste 639 ) 2.300.000 F
21,fradhds-upn_2283W_CR_CA_1984-03-26_TEI.s129,M .
21,fradhds-upn_2283W_CR_CA_1984-03-26_TEI.s130,"Le Président IMBERTY espère que dans les négociations avec le Ministère sur les projets de 1 er cycle , ces besoins seront pris en compte et une rallonge accordée ."
22,fradhds-upn_2283W_CR_CA_1984-03-26_TEI.s131,"Les frais de nettoyage sont exorbitants et Mme ULLM0 voudrait savoir si l' Université ne pourrait pas assurer elle même le nettoyage de ses locaux , à moindre frais ."
23,fradhds-upn_2283W_CR_CA_1984-03-26_TEI.s132,M .
23,fradhds-upn_2283W_CR_CA_1984-03-26_TEI.s133,"Le Président IMBERTY reconnaît que les frais sont importants , le Ministère et l' inspection générale en ont fait égaement la remarque mais il est apparu que si le nettoyage était fait par du personnel de l' Université , il reviendrait plus cher que la société actuelle ."
23,fradhds-upn_2283W_CR_CA_1984-03-26_TEI.s134,"Au vu des textes de la fonction publique , sur les conditions de travail , iL faudrait employer 85 personnes alors que la société "" Arcade "" emploie 30 personnes ."
23,fradhds-upn_2283W_CR_CA_1984-03-26_TEI.s135,"D' autre part , le décret de 1977 interdit à l' Université d' embaucher du personnel sur son budget de fonctionnement ."
23,fradhds-upn_2283W_CR_CA_1984-03-26_TEI.s136,La commission budgétaire a suggéré que le contrat soit réexaminé et certains points modifiés .
23,fradhds-upn_2283W_CR_CA_1984-03-26_TEI.s137,"En effet , certaines salles sont nettoyées systématiquement , tous les jours , sans nécessité , alors que d' autres , très utilisées , ne le sont pas ."
23,fradhds-upn_2283W_CR_CA_1984-03-26_TEI.s138,Mme PAUTI regrette que la propreté des locaux ne corresponde pas à la somme de 3 MF .
24,fradhds-upn_2283W_CR_CA_1984-03-26_TEI.s139,M .
24,fradhds-upn_2283W_CR_CA_1984-03-26_TEI.s140,"Le Président IMBERTY rappelle que L' Inspection des Finances avait fait une étude sur le rapport Étudiant-Subvention d' Etat , de 1971 à maintenant ."
24,fradhds-upn_2283W_CR_CA_1984-03-26_TEI.s141,En ce qui concerne les dépenses d' investissements M.
24,fradhds-upn_2283W_CR_CA_1984-03-26_TEI.s142,Le Président IMBERTY signale que le crédit alloué est de 292.169 F alors que les demandes s' élèvent à 952.350 F .
24,fradhds-upn_2283W_CR_CA_1984-03-26_TEI.s143,La commission budgétaire a décidé de retenir :
24,fradhds-upn_2283W_CR_CA_1984-03-26_TEI.s144,pour l' imprimerie : le châssis d' insolation 40.000 F
24,fradhds-upn_2283W_CR_CA_1984-03-26_TEI.s145,pour les services techniques : la sonorisation des amphis 95.000 F
24,fradhds-upn_2283W_CR_CA_1984-03-26_TEI.s146,achat de tables et chaises 85.900 F
24,fradhds-upn_2283W_CR_CA_1984-03-26_TEI.s147,Une Petite réserve est conservée pour les machines d écrire .
24,fradhds-upn_2283W_CR_CA_1984-03-26_TEI.s148,Mme ULLMO voudrait aborder le problème des crédits de fonctionnement des U.E.R..
24,fradhds-upn_2283W_CR_CA_1984-03-26_TEI.s149,"l' U.E.R d' Anglais a perdu 20 000 F entre 1981 et 1983 alors que les charges augmentent , ce qui fait que dès le début de l' année il n' y a plus de papier pour les tirages , les photocopies , absolument nécessaires , ne sont plus possibles ."
24,fradhds-upn_2283W_CR_CA_1984-03-26_TEI.s150,"La misère est telle que la seule solution est de faire payer les textes par les étudiants , faut -il en arriver là ?"
24,fradhds-upn_2283W_CR_CA_1984-03-26_TEI.s151,Il n' est plus possibe de travailler dans ces conditions .
24,fradhds-upn_2283W_CR_CA_1984-03-26_TEI.s152,"Elle demande d' avoir en clair , connaissance du fonctionnement des autres U.E.R . , la répartition par U.E.R . , ce qui leur reste etc."
25,fradhds-upn_2283W_CR_CA_1984-03-26_TEI.s153,M .
25,fradhds-upn_2283W_CR_CA_1984-03-26_TEI.s154,"Le Président IMBERTY reconnait que la situation est paradoxale , mais le système de répartition est toujours le même depuis plusieurs années ."
25,fradhds-upn_2283W_CR_CA_1984-03-26_TEI.s155,"M. GARNIER ajoute qu' après une étude sur la Consommation des dépenses d' imprimerie ( tirage , papier , photocopies ) la répartition des crédits avait été la suivante :"
25,fradhds-upn_2283W_CR_CA_1984-03-26_TEI.s156,"Toutes les U.E.R. avaient reçu une attribution de base de 30 000 F , plus une attribution prévisionnele pour les dépenses d' imprimerie , calculée au rapport dépenses imprimerie-U.E.R/ dépenses imprimerie totales ."
25,fradhds-upn_2283W_CR_CA_1984-03-26_TEI.s157,Cette répartition avantageait les U.E.R qui avaient fait une grosse consommation d' imprimerie .
26,fradhds-upn_2283W_CR_CA_1984-03-26_TEI.s158,M. GOTTSMAN voudrait savoir si l' Université touche une subvention pour le C.O.S.O.M..
27,fradhds-upn_2283W_CR_CA_1984-03-26_TEI.s159,M. GARNIER lui répond que ce bâtiment n' est pas compté dans le budget de fonctionnement de l' Université dans la mesure où il reçoit une subvention spécifique .
27,fradhds-upn_2283W_CR_CA_1984-03-26_TEI.s160,"Entre 1983 / 1984 la subvention F/M2 a subi des modifications : le bâtiment du laboratoire de Psychophysiologie et les sous-sols où travaillent les personnes des services techniques , ont été pris en compte , ce qui , fait 1,300 MF supplémentaire pour les surfaces bâties , mais le C.O.S.O.M. n' a jamais paru dans la subvention de fonctionnement de l' Université , le S.U.A.P.S non plus , mais pour ce dernier c' est un peu différent de l' U.E.R."
27,fradhds-upn_2283W_CR_CA_1984-03-26_TEI.s161,Ces supplément de subvention apparaissent dans les subventions de fonctionnement .
28,fradhds-upn_2283W_CR_CA_1984-03-26_TEI.s162,M.
28,fradhds-upn_2283W_CR_CA_1984-03-26_TEI.s163,"Le Président précise que dans les 10.177.575 F , seul le surcroît de gardiennage de 400.000 F n' apparaît pas ."
28,fradhds-upn_2283W_CR_CA_1984-03-26_TEI.s164,"Il ajoute que si la commission a voulu réduire l' impasse budgétaire à 1,9 c' est pour répondre d' une part aux obligations du contrat passé avec le ministère , puisque le déficit devrait être résorbé d' ici 1987 et , d' autre part , lorsque le conseil d' Université n' adapte pas le budget , ce sont les gestionnaires de l' Université qui doivent arriver à le boucler en fin d' année , car il faut équilibrer les dépenses et les recettes au moins pour l' exercice , même s' il doit y avoir un report important de factures sur l' année suivante ."
28,fradhds-upn_2283W_CR_CA_1984-03-26_TEI.s165,"Dans la situation où le budget n' est pas voté , l' Université attend le règlement rectoral ( ce qui est toujours long ) et durant cette attente elle fait une gestion "" au coup par coup "" ."
28,fradhds-upn_2283W_CR_CA_1984-03-26_TEI.s166,L' Université n' a plus le moyen d' exercer un contrôle sur l' orientation de ses dépenses et il peut se produire qu' elles soient faites dans des conditions curieuses ou même aberrantes .
28,fradhds-upn_2283W_CR_CA_1984-03-26_TEI.s167,"M. Le Secrétaire Général , lors de la première réunion budgétaire a indiqué qu' il souhaitait que la responsabilité , qui consiste définir les priorités d' engagement en fonction des crédits , soit assumée par les directives de la commission budgétaire et le conseil d' Université et non par l' administration ."
28,fradhds-upn_2283W_CR_CA_1984-03-26_TEI.s168,"Le travail qui a été fait va dans ce sens et les priorités établies veulent dire que les dépenses jugées non prioritaires ne seront possibles que si , en fin d' exercice , les moyens les permettent ."
28,fradhds-upn_2283W_CR_CA_1984-03-26_TEI.s169,"Il faut malgré la situation difficile , avoir la maîtrise de la gestion de l' Université ."
29,fradhds-upn_2283W_CR_CA_1984-03-26_TEI.s170,M .
29,fradhds-upn_2283W_CR_CA_1984-03-26_TEI.s171,"Le Président IMBERTY ne pense pas que des suppléments de recettes; inconnus pour l' instant , puissent atteindre la somme de 1,9 MF mais on peut espérer :"
29,fradhds-upn_2283W_CR_CA_1984-03-26_TEI.s172,"un éventuel relèvement ministériel des droits universitaires , mais rien n' est encore décidé ."
29,fradhds-upn_2283W_CR_CA_1984-03-26_TEI.s173,Le renouvelement des 400.000 F pour le surcoût de gardiennage .
29,fradhds-upn_2283W_CR_CA_1984-03-26_TEI.s174,"La commission budgétaire a envisagé l' hypothèse d' un calcul de la subvention au m2 de la Bibliothèque Universitaire , sur la base de 100 F m2 au lieu de 112 F m2 ."
29,fradhds-upn_2283W_CR_CA_1984-03-26_TEI.s175,Il lui a semblé que le budget de la Bibliothèque Universitaire était plus aisé et cette diminution n' influerait que sur le fonctionnement de la bibliothèque et non sur la documentation .
29,fradhds-upn_2283W_CR_CA_1984-03-26_TEI.s176,La décision sera prise par le Conseil d' Université .
29,fradhds-upn_2283W_CR_CA_1984-03-26_TEI.s177,"une dernière ressource pourrait aider à faire certaines réparations : c' est de demander 10 F par dossier distribué , et non rendu , ( 32000 retirés et 26 000 rendus ) c' est aussi une suggestion de la commission budgétaire ."
29,fradhds-upn_2283W_CR_CA_1984-03-26_TEI.s178,A Vile d' Avray il est demandé 25 F par dossier .
30,fradhds-upn_2283W_CR_CA_1984-03-26_TEI.s179,"Mme TEILLET craint que la procédure soit plus coûteuse que le bénéfice retiré , ce sera un surcroît de travail et il faudra du personnel supplémentaire ."
31,fradhds-upn_2283W_CR_CA_1984-03-26_TEI.s180,M. AMENT pense que la commission d' ouverture sur l' extérieur devrait se charger de la recherche de ressources financières sur le département .
31,fradhds-upn_2283W_CR_CA_1984-03-26_TEI.s181,"Il regrette que cette commission ne se soit pas réunie depuis l' année dernière car les relations avec l' extérieur feraient connaître l' Université , aideraient pour la recherche de stages et permettraient peut être de trouver des ressources diversifiées ."
32,fradhds-upn_2283W_CR_CA_1984-03-26_TEI.s182,M .
32,fradhds-upn_2283W_CR_CA_1984-03-26_TEI.s183,Le Président IMBERTY indique que jusqu' à présent le départment n' a jamais rien donné à l' Université .
32,fradhds-upn_2283W_CR_CA_1984-03-26_TEI.s184,"La B.D.I.C a reçu pendant quelques années une subvention , mais depuis 1982 elle n' a pas été renouvelée ."
32,fradhds-upn_2283W_CR_CA_1984-03-26_TEI.s185,Cette année le département a donné deux bourses de 50.000 F et M.
32,fradhds-upn_2283W_CR_CA_1984-03-26_TEI.s186,Le Président pense que c' est ce genre d' action qui sera développé .
32,fradhds-upn_2283W_CR_CA_1984-03-26_TEI.s187,Une autre opération est lancée sous forme d' un concours pour récompenser des travaux de recherche socio-économique sur le département .
32,fradhds-upn_2283W_CR_CA_1984-03-26_TEI.s188,Plusieurs prix sont prévus .
32,fradhds-upn_2283W_CR_CA_1984-03-26_TEI.s189,"Ces actions sont peut être le résultat de premiers contacts avec le département , mais le fonctionnement propre de l' Université ne peut être pris en considération ;"
32,fradhds-upn_2283W_CR_CA_1984-03-26_TEI.s190,l' établissement est propriété de l' État et non du département .
32,fradhds-upn_2283W_CR_CA_1984-03-26_TEI.s191,"M. DARRIULAT pensait que la nouvelle réforme allait avoir des répercussions sur le budget , mais apparemment il n' en est rien et la situation va en s' aggravant ."
32,fradhds-upn_2283W_CR_CA_1984-03-26_TEI.s192,Il estime que cela montre le désengagement de l' Etat et la remise en cause de la laïcité .
32,fradhds-upn_2283W_CR_CA_1984-03-26_TEI.s193,"Il n' est pas question de contester les priorités faites par l' Université , il est conscient de la difficulté d' équilibrer un budget dans une telle période de pénurie , mais il est réel que l' état du matériel , pédagogique dans les U.E.R. , du campus en général , demandent une participation de l' Etat ."
32,fradhds-upn_2283W_CR_CA_1984-03-26_TEI.s194,"Il ne comprend pas la politique universitaire du gouvernement continuellement contradictoire avec les engagements oraux ou écrits , comme dans la loi ."
